history_date,primary_index,sub_index,price_change,total_value,price_change_weighted
3/1/19,Secondary Producer Price Index,Tech III Subsystem Components,0.887291,41276237216,-4.70E-05
4/1/19,Consumer Price Index,Accessories,1.067474,2.15146E+14,0.016138
4/1/19,Consumer Price Index,Ammo,1.013676,1.86601E+13,0.000283
4/1/19,Consumer Price Index,Apparel,1.149358,1.38792E+12,0.00023
4/1/19,Consumer Price Index,Boosters,1.047589,3.48035E+12,0.000184
4/1/19,Consumer Price Index,Citadels,0.978278,3.52136E+12,-8.50E-05
4/1/19,Consumer Price Index,Commodity,1.011753,6.00235E+13,0.000784
4/1/19,Consumer Price Index,Complimentary ships,1.363864,75236594392,3.00E-05
4/1/19,Consumer Price Index,Drone,0.881959,5.62151E+12,-0.000737
4/1/19,Consumer Price Index,Drones,0.913149,3.5965E+13,-0.003472
4/1/19,Consumer Price Index,Faction Ships,1.037001,3.53835E+13,0.001455
4/1/19,Consumer Price Index,Fighter,0.935393,4.04686E+11,-2.90E-05
4/1/19,Consumer Price Index,Ice Products,0.965928,2.42663E+13,-0.000919
4/1/19,Consumer Price Index,Implant,0.996339,1.28055E+13,-5.20E-05
4/1/19,Consumer Price Index,Implants,1.003571,5.73759E+13,0.000227
4/1/19,Consumer Price Index,Insignias,1.066238,6.39905E+12,0.000471
4/1/19,Consumer Price Index,Officer Modules,0.96465,2.68196E+11,-1.00E-05
4/1/19,Consumer Price Index,Orbitals,1.029345,2.74298E+11,8.00E-06
4/1/19,Consumer Price Index,POS Fuel,1.012403,9.13863E+12,0.000126
4/1/19,Consumer Price Index,Planetary Infrastructure,1.20151,1.05783E+11,2.30E-05
4/1/19,Consumer Price Index,SKINs,1.139894,7.17423E+12,0.001115
4/1/19,Consumer Price Index,Scripts,1.215735,29496761229,7.00E-06
4/1/19,Consumer Price Index,Security Tags,0.904602,1.04142E+12,-0.00011
4/1/19,Consumer Price Index,Services,1.044292,8.89217E+12,0.000437
4/1/19,Consumer Price Index,Skills,1.076971,4.7013E+13,0.004023
4/1/19,Consumer Price Index,Sovereignty Structures,0.952011,1.35169E+11,-7.00E-06
4/1/19,Consumer Price Index,Starbase structures,1.014223,4.60979E+12,7.20E-05
4/1/19,Consumer Price Index,Structure,0.983197,6.80272E+12,-0.000127
4/1/19,Consumer Price Index,Structure Module,0.999619,5.84424E+12,-2.00E-06
4/1/19,Consumer Price Index,Subsystem,0.984577,5.21773E+12,-8.90E-05
4/1/19,Consumer Price Index,Tech I Rigs,1.055931,8.17427E+12,0.000508
4/1/19,Consumer Price Index,Tech I modules,1.058437,1.57611E+14,0.010239
4/1/19,Consumer Price Index,Tech I ships,1.030305,3.89378E+13,0.001311
4/1/19,Consumer Price Index,Tech II Rigs,0.989585,2.72648E+13,-0.000315
4/1/19,Consumer Price Index,Tech II modules,0.979561,3.37418E+13,-0.000766
4/1/19,Consumer Price Index,Tech II ships,0.987331,4.97391E+13,-0.0007
4/1/19,Consumer Price Index,Tech III ships,0.953828,6.95485E+12,-0.000357
4/1/19,Mineral Price Index,High-End Minerals,0.996264,3.33513E+12,-0.001221
4/1/19,Mineral Price Index,Low-End Minerals,1.017494,6.8657E+12,0.011774
4/1/19,Primary Producer Price Index,Advanced Moon Materials,0.996739,9.61028E+12,-0.000706
4/1/19,Primary Producer Price Index,Alloys & Compounds,0.646238,533349122.8,-4.00E-06
4/1/19,Primary Producer Price Index,Asteroid,0.998263,1.913E+12,-7.40E-05
4/1/19,Primary Producer Price Index,Blueprint,0.981529,4.9111E+11,-0.000204
4/1/19,Primary Producer Price Index,Blueprints,1,16200000000,0
4/1/19,Primary Producer Price Index,Commodity,0.586363,3.21866E+11,-0.002999
4/1/19,Primary Producer Price Index,Datacores,0.945471,1.53714E+12,-0.001888
4/1/19,Primary Producer Price Index,Decryptors,1.055657,9.22795E+11,0.001157
4/1/19,Primary Producer Price Index,Hybrid polymers,1.002838,9.84247E+11,6.20E-05
4/1/19,Primary Producer Price Index,Ice,0.989028,2.88245E+12,-0.000712
4/1/19,Primary Producer Price Index,Ore,1.024829,9.77922E+12,0.005471
4/1/19,Primary Producer Price Index,Planetary Processed Materials,0.988356,7.77572E+11,-0.000204
4/1/19,Primary Producer Price Index,Planetary Raw Materials,1.02074,28833963721,1.30E-05
4/1/19,Primary Producer Price Index,Planetary Refined Commodities,0.985041,7.43516E+11,-0.00025
4/1/19,Primary Producer Price Index,Planetary Specialized Commodities,1.011238,5.50756E+11,0.000139
4/1/19,Primary Producer Price Index,Processed Moon Materials,1.034801,8.20472E+11,0.000643
4/1/19,Primary Producer Price Index,Raw Moon Materials,1.028287,1.28594E+13,0.008196
4/1/19,Primary Producer Price Index,Sleeper relics,0.955285,1.41532E+11,-0.000142
4/1/19,Secondary Producer Price Index,Accessories,1.040931,6.42098E+13,0.022566
4/1/19,Secondary Producer Price Index,Advanced Capital Construction Components,1.691475,41706140506,0.000247
4/1/19,Secondary Producer Price Index,Ancient Salvaged Materials,0.686085,3.17293E+11,-0.000855
4/1/19,Secondary Producer Price Index,Blueprint,1.015779,3.37338E+11,4.50E-05
4/1/19,Secondary Producer Price Index,Blueprints,1.002616,1.00961E+13,0.000226
4/1/19,Secondary Producer Price Index,Boosters,0.718163,26624766435,-6.40E-05
4/1/19,Secondary Producer Price Index,Capital Ship Components,1.094638,2.28202E+11,0.000185
4/1/19,Secondary Producer Price Index,Commodity,0.951511,1.22655E+13,-0.005106
4/1/19,Secondary Producer Price Index,Planetary Advanced Commodities,1.024247,3.87908E+12,0.000807
4/1/19,Secondary Producer Price Index,Planetary Commodities,1.017493,1.37406E+11,2.00E-05
4/1/19,Secondary Producer Price Index,Planetary Refined Commodities,0.960507,2.48611E+12,-0.000843
4/1/19,Secondary Producer Price Index,Planetary Specialized Commodities,0.977387,2.42996E+12,-0.000471
4/1/19,Secondary Producer Price Index,Salvaged materials,0.982552,1.65769E+13,-0.002483
4/1/19,Secondary Producer Price Index,Starbase structures,1.064969,1.12864E+12,0.000629
4/1/19,Secondary Producer Price Index,Station components,1.00461,1.7365E+11,6.00E-06
4/1/19,Secondary Producer Price Index,Tech II construction components,0.9859,2.08885E+12,-0.000252
4/1/19,Secondary Producer Price Index,Tech III Subsystem Components,0.911546,38502698864,-2.90E-05
5/1/19,Consumer Price Index,Accessories,1.034902,1.90528E+14,0.008451
5/1/19,Consumer Price Index,Ammo,0.998885,1.69969E+13,-2.40E-05
5/1/19,Consumer Price Index,Apparel,1.120398,2.02024E+12,0.000309
5/1/19,Consumer Price Index,Boosters,1.082284,3.35027E+12,0.00035
5/1/19,Consumer Price Index,Citadels,0.994385,2.89801E+12,-2.00E-05
5/1/19,Consumer Price Index,Commodity,1.000554,5.31302E+13,3.70E-05
5/1/19,Consumer Price Index,Complimentary ships,1.068982,67090059335,5.00E-06
5/1/19,Consumer Price Index,Drone,0.921625,4.17793E+12,-0.000416
5/1/19,Consumer Price Index,Drones,0.934469,2.81215E+13,-0.002342
5/1/19,Consumer Price Index,Faction Ships,1.010301,3.32313E+13,0.000435
5/1/19,Consumer Price Index,Fighter,1.044284,4.63954E+11,2.60E-05
5/1/19,Consumer Price Index,Ice Products,1.043729,2.11246E+13,0.001174
5/1/19,Consumer Price Index,Implant,0.974115,1.2995E+13,-0.000427
5/1/19,Consumer Price Index,Implants,1.030428,5.22969E+13,0.002022
5/1/19,Consumer Price Index,Insignias,1.033361,6.19048E+12,0.000262
5/1/19,Consumer Price Index,Officer Modules,1.152567,2.24225E+11,4.30E-05
5/1/19,Consumer Price Index,Orbitals,0.930899,3.17094E+11,-2.70E-05
5/1/19,Consumer Price Index,POS Fuel,0.999627,7.26194E+12,-3.00E-06
5/1/19,Consumer Price Index,Planetary Infrastructure,0.991677,81410769778,0
5/1/19,Consumer Price Index,SKINs,1.060718,6.24372E+12,0.000481
5/1/19,Consumer Price Index,Scripts,0.936318,30878933184,-2.00E-06
5/1/19,Consumer Price Index,Security Tags,0.966479,8.95992E+11,-3.80E-05
5/1/19,Consumer Price Index,Services,1.052745,7.32338E+12,0.00049
5/1/19,Consumer Price Index,Skills,0.978351,2.65894E+13,-0.000731
5/1/19,Consumer Price Index,Sovereignty Structures,1.057736,1.27085E+11,9.00E-06
5/1/19,Consumer Price Index,Starbase structures,0.981892,3.76393E+12,-8.60E-05
5/1/19,Consumer Price Index,Structure,0.953504,4.81429E+12,-0.000284
5/1/19,Consumer Price Index,Structure Module,0.984625,4.86407E+12,-9.50E-05
5/1/19,Consumer Price Index,Subsystem,1.011625,4.93255E+12,7.20E-05
5/1/19,Consumer Price Index,Tech I Rigs,1.028257,7.5572E+12,0.000271
5/1/19,Consumer Price Index,Tech I modules,1.035286,1.44382E+14,0.006475
5/1/19,Consumer Price Index,Tech I ships,0.988554,3.33351E+13,-0.000484
5/1/19,Consumer Price Index,Tech II Rigs,0.993104,2.40366E+13,-0.00021
5/1/19,Consumer Price Index,Tech II modules,1.015465,3.07729E+13,0.000604
5/1/19,Consumer Price Index,Tech II ships,0.994535,4.54622E+13,-0.000315
5/1/19,Consumer Price Index,Tech III ships,0.920137,6.19491E+12,-0.000628
5/1/19,Mineral Price Index,High-End Minerals,0.997888,2.92853E+12,-0.000707
5/1/19,Mineral Price Index,Low-End Minerals,0.989014,5.81503E+12,-0.007306
5/1/19,Primary Producer Price Index,Advanced Moon Materials,0.991297,8.7223E+12,-0.001929
5/1/19,Primary Producer Price Index,Alloys & Compounds,0.629488,190368255.7,-1.00E-06
5/1/19,Primary Producer Price Index,Asteroid,0.970651,1.67957E+12,-0.001252
5/1/19,Primary Producer Price Index,Blueprint,0.99336,4.20826E+11,-7.10E-05
5/1/19,Primary Producer Price Index,Blueprints,1,11600000000,0
5/1/19,Primary Producer Price Index,Commodity,0.79294,1.85866E+11,-0.000978
5/1/19,Primary Producer Price Index,Datacores,0.897663,1.34093E+12,-0.003487
5/1/19,Primary Producer Price Index,Decryptors,1.006583,8.85708E+11,0.000148
5/1/19,Primary Producer Price Index,Hybrid polymers,0.962299,1.03186E+12,-0.000988
5/1/19,Primary Producer Price Index,Ice,0.981909,2.50201E+12,-0.00115
5/1/19,Primary Producer Price Index,Ore,1.014803,8.5806E+12,0.003227
5/1/19,Primary Producer Price Index,Planetary Processed Materials,1.008142,7.09725E+11,0.000146
5/1/19,Primary Producer Price Index,Planetary Raw Materials,1.048753,23707536734,2.90E-05
5/1/19,Primary Producer Price Index,Planetary Refined Commodities,0.94423,6.9822E+11,-0.000989
5/1/19,Primary Producer Price Index,Planetary Specialized Commodities,0.995612,5.0324E+11,-5.60E-05
5/1/19,Primary Producer Price Index,Processed Moon Materials,0.964654,6.0271E+11,-0.000541
5/1/19,Primary Producer Price Index,Raw Moon Materials,0.97446,1.13249E+13,-0.00735
5/1/19,Primary Producer Price Index,Sleeper relics,0.865962,1.25223E+11,-0.000426
5/1/19,Secondary Producer Price Index,Accessories,1.046626,5.56961E+13,0.025841
5/1/19,Secondary Producer Price Index,Advanced Capital Construction Components,1.135853,16121021697,2.10E-05
5/1/19,Secondary Producer Price Index,Ancient Salvaged Materials,1.28534,2.73771E+11,0.000777
5/1/19,Secondary Producer Price Index,Blueprint,1.002057,2.3796E+11,4.00E-06
5/1/19,Secondary Producer Price Index,Blueprints,0.99711,1.00733E+13,-0.000289
5/1/19,Secondary Producer Price Index,Boosters,1.446254,32946941913,0.000146
5/1/19,Secondary Producer Price Index,Capital Ship Components,0.964566,1.85747E+11,-6.50E-05
5/1/19,Secondary Producer Price Index,Commodity,0.932252,9.77074E+12,-0.006587
5/1/19,Secondary Producer Price Index,Planetary Advanced Commodities,0.9459,3.10754E+12,-0.001672
5/1/19,Secondary Producer Price Index,Planetary Commodities,1.038366,1.31231E+11,5.00E-05
5/1/19,Secondary Producer Price Index,Planetary Refined Commodities,0.993049,2.36479E+12,-0.000163
5/1/19,Secondary Producer Price Index,Planetary Specialized Commodities,0.99867,2.16196E+12,-2.80E-05
5/1/19,Secondary Producer Price Index,Salvaged materials,0.96777,1.35139E+13,-0.004334
5/1/19,Secondary Producer Price Index,Starbase structures,0.941746,1.04037E+12,-0.000603
5/1/19,Secondary Producer Price Index,Station components,0.993387,98618672865,-6.00E-06
5/1/19,Secondary Producer Price Index,Tech II construction components,1.00041,1.75395E+12,7.00E-06
5/1/19,Secondary Producer Price Index,Tech III Subsystem Components,1.095933,34048335162,3.20E-05
6/1/19,Consumer Price Index,Accessories,0.994241,2.05285E+14,-0.001334
6/1/19,Consumer Price Index,Ammo,0.955678,1.95141E+13,-0.000976
6/1/19,Consumer Price Index,Apparel,0.872601,1.49395E+12,-0.000214
6/1/19,Consumer Price Index,Boosters,0.980437,3.35045E+12,-7.40E-05
6/1/19,Consumer Price Index,Citadels,1.119889,4.0215E+12,0.000544
6/1/19,Consumer Price Index,Commodity,0.975798,5.5141E+13,-0.001506
6/1/19,Consumer Price Index,Complimentary ships,0.885567,65390043869,-8.00E-06
6/1/19,Consumer Price Index,Drone,0.905736,4.06567E+12,-0.000432
6/1/19,Consumer Price Index,Drones,0.985419,3.02705E+13,-0.000498
6/1/19,Consumer Price Index,Faction Ships,0.992786,3.62109E+13,-0.000294
6/1/19,Consumer Price Index,Fighter,1.124801,5.73915E+11,8.00E-05
6/1/19,Consumer Price Index,Ice Products,0.979285,2.33807E+13,-0.000546
6/1/19,Consumer Price Index,Implant,1.114891,1.52902E+13,0.001983
6/1/19,Consumer Price Index,Implants,0.981351,5.66572E+13,-0.001193
6/1/19,Consumer Price Index,Insignias,1.039803,7.54445E+12,0.000339
6/1/19,Consumer Price Index,Officer Modules,1.063348,1.86492E+11,1.30E-05
6/1/19,Consumer Price Index,Orbitals,0.978943,3.14229E+11,-7.00E-06
6/1/19,Consumer Price Index,POS Fuel,1.005546,7.62711E+12,4.70E-05
6/1/19,Consumer Price Index,Planetary Infrastructure,1.003861,1.05298E+11,0
6/1/19,Consumer Price Index,SKINs,1.074191,7.34808E+12,0.000615
6/1/19,Consumer Price Index,Scripts,1.003879,40311922659,0
6/1/19,Consumer Price Index,Security Tags,1.101777,1.11249E+12,0.000127
6/1/19,Consumer Price Index,Services,0.884126,6.92025E+12,-0.000905
6/1/19,Consumer Price Index,Skills,1.018868,3.30345E+13,0.000703
6/1/19,Consumer Price Index,Sovereignty Structures,1.158519,2.6049E+11,4.60E-05
6/1/19,Consumer Price Index,Starbase structures,0.993465,4.30469E+12,-3.10E-05
6/1/19,Consumer Price Index,Structure,1.084367,6.27947E+12,0.000598
6/1/19,Consumer Price Index,Structure Module,1.061352,6.00675E+12,0.000416
6/1/19,Consumer Price Index,Subsystem,1.032811,5.64294E+12,0.000209
6/1/19,Consumer Price Index,Tech I Rigs,1.107802,9.46748E+12,0.001152
6/1/19,Consumer Price Index,Tech I modules,1.046514,1.65968E+14,0.008716
6/1/19,Consumer Price Index,Tech I ships,1.030619,4.13043E+13,0.001428
6/1/19,Consumer Price Index,Tech II Rigs,1.023844,2.827E+13,0.000761
6/1/19,Consumer Price Index,Tech II modules,1.011708,3.63991E+13,0.000481
6/1/19,Consumer Price Index,Tech II ships,1.034558,5.49046E+13,0.002142
6/1/19,Consumer Price Index,Tech III ships,1.004135,7.24743E+12,3.30E-05
6/1/19,Mineral Price Index,High-End Minerals,1.043778,3.28294E+12,0.015086
6/1/19,Mineral Price Index,Low-End Minerals,1.123464,6.24377E+12,0.080917
6/1/19,Primary Producer Price Index,Advanced Moon Materials,1.06707,9.83761E+12,0.015316
6/1/19,Primary Producer Price Index,Alloys & Compounds,0.758351,103688572.2,0
6/1/19,Primary Producer Price Index,Asteroid,1.096813,2.23135E+12,0.005014
6/1/19,Primary Producer Price Index,Blueprint,0.976026,4.54563E+11,-0.000252
6/1/19,Primary Producer Price Index,Blueprints,0.999999,16400000000,0
6/1/19,Primary Producer Price Index,Commodity,1.032149,1.83773E+11,0.000137
6/1/19,Primary Producer Price Index,Datacores,0.923766,1.35221E+12,-0.002392
6/1/19,Primary Producer Price Index,Decryptors,1.077662,9.98157E+11,0.001799
6/1/19,Primary Producer Price Index,Hybrid polymers,0.977456,9.86432E+11,-0.000516
6/1/19,Primary Producer Price Index,Ice,0.994795,2.62641E+12,-0.000317
6/1/19,Primary Producer Price Index,Ore,1.120544,8.60722E+12,0.024085
6/1/19,Primary Producer Price Index,Planetary Processed Materials,0.94803,7.11801E+11,-0.000858
6/1/19,Primary Producer Price Index,Planetary Raw Materials,0.947357,34414259066,-4.20E-05
6/1/19,Primary Producer Price Index,Planetary Refined Commodities,1.02417,5.57683E+11,0.000312
6/1/19,Primary Producer Price Index,Planetary Specialized Commodities,0.981837,4.96667E+11,-0.000209
6/1/19,Primary Producer Price Index,Processed Moon Materials,1.073454,6.92034E+11,0.00118
6/1/19,Primary Producer Price Index,Raw Moon Materials,1.07676,1.31575E+13,0.023444
6/1/19,Primary Producer Price Index,Sleeper relics,1.059443,1.34024E+11,0.000184
6/1/19,Secondary Producer Price Index,Accessories,0.949744,5.78173E+13,-0.027848
6/1/19,Secondary Producer Price Index,Advanced Capital Construction Components,1.512493,6627609157,3.20E-05
6/1/19,Secondary Producer Price Index,Ancient Salvaged Materials,1.556683,3.26103E+11,0.001739
6/1/19,Secondary Producer Price Index,Blueprint,0.998773,3.24378E+11,-3.00E-06
6/1/19,Secondary Producer Price Index,Blueprints,1.001818,9.11958E+12,0.000158
6/1/19,Secondary Producer Price Index,Boosters,0.829423,18130558137,-2.90E-05
6/1/19,Secondary Producer Price Index,Capital Ship Components,0.991029,2.14788E+11,-1.80E-05
6/1/19,Secondary Producer Price Index,Commodity,0.927837,1.01828E+13,-0.007042
6/1/19,Secondary Producer Price Index,Planetary Advanced Commodities,1.032457,3.34447E+12,0.00104
6/1/19,Secondary Producer Price Index,Planetary Commodities,1.009127,1.24919E+11,1.00E-05
6/1/19,Secondary Producer Price Index,Planetary Refined Commodities,0.988047,2.41513E+12,-0.000276
6/1/19,Secondary Producer Price Index,Planetary Specialized Commodities,0.99578,2.34003E+12,-9.40E-05
6/1/19,Secondary Producer Price Index,Salvaged materials,1.070415,1.48382E+13,0.010013
6/1/19,Secondary Producer Price Index,Starbase structures,0.964609,9.69247E+11,-0.000328
6/1/19,Secondary Producer Price Index,Station components,1.308567,1.75198E+11,0.000518
6/1/19,Secondary Producer Price Index,Tech II construction components,1.030841,2.06108E+12,0.000609
6/1/19,Secondary Producer Price Index,Tech III Subsystem Components,1.101314,60716003015,5.80E-05
7/1/19,Consumer Price Index,Accessories,0.938742,1.83551E+14,-0.014522
7/1/19,Consumer Price Index,Ammo,0.985255,1.61354E+13,-0.000307
7/1/19,Consumer Price Index,Apparel,0.999178,1.11728E+12,-1.00E-06
7/1/19,Consumer Price Index,Boosters,0.984713,2.88171E+12,-5.60E-05
7/1/19,Consumer Price Index,Citadels,1.062122,3.72956E+12,0.000299
7/1/19,Consumer Price Index,Commodity,0.993212,4.63776E+13,-0.000406
7/1/19,Consumer Price Index,Complimentary ships,1.059115,62077247856,4.00E-06
7/1/19,Consumer Price Index,Drone,1.083774,3.21199E+12,0.000347
7/1/19,Consumer Price Index,Drones,1.000781,2.41094E+13,2.40E-05
7/1/19,Consumer Price Index,Faction Ships,0.996452,3.48839E+13,-0.000159
7/1/19,Consumer Price Index,Fighter,1.029727,4.07928E+11,1.50E-05
7/1/19,Consumer Price Index,Ice Products,1.020829,1.76601E+13,0.000475
7/1/19,Consumer Price Index,Implant,0.96254,1.40411E+13,-0.000679
7/1/19,Consumer Price Index,Implants,0.985072,5.07464E+13,-0.000978
7/1/19,Consumer Price Index,Insignias,0.984029,6.59418E+12,-0.000136
7/1/19,Consumer Price Index,Officer Modules,1.055274,1.03159E+11,7.00E-06
7/1/19,Consumer Price Index,Orbitals,1.031725,2.59583E+11,1.00E-05
7/1/19,Consumer Price Index,POS Fuel,1.000105,7.40892E+12,1.00E-06
7/1/19,Consumer Price Index,Planetary Infrastructure,1.046274,94345121819,5.00E-06
7/1/19,Consumer Price Index,SKINs,1.038674,6.19991E+12,0.000309
7/1/19,Consumer Price Index,Scripts,0.892221,22013061842,-3.00E-06
7/1/19,Consumer Price Index,Security Tags,0.929869,9.99727E+11,-9.00E-05
7/1/19,Consumer Price Index,Services,0.889076,1.14357E+13,-0.001638
7/1/19,Consumer Price Index,Skills,1.007436,2.64652E+13,0.000254
7/1/19,Consumer Price Index,Sovereignty Structures,0.931084,3.84332E+11,-3.40E-05
7/1/19,Consumer Price Index,Starbase structures,1.007505,3.70063E+12,3.50E-05
7/1/19,Consumer Price Index,Structure,1.115973,6.06184E+12,0.000908
7/1/19,Consumer Price Index,Structure Module,0.992228,5.73827E+12,-5.70E-05
7/1/19,Consumer Price Index,Subsystem,1.043592,5.65335E+12,0.000318
7/1/19,Consumer Price Index,Tech I Rigs,1.045728,8.01906E+12,0.000473
7/1/19,Consumer Price Index,Tech I modules,1.020198,1.42254E+14,0.003711
7/1/19,Consumer Price Index,Tech I ships,1.040406,3.66651E+13,0.001913
7/1/19,Consumer Price Index,Tech II Rigs,1.046378,2.5342E+13,0.001518
7/1/19,Consumer Price Index,Tech II modules,1.002264,2.85781E+13,8.30E-05
7/1/19,Consumer Price Index,Tech II ships,1.022392,4.75183E+13,0.001374
7/1/19,Consumer Price Index,Tech III ships,1.019912,5.82022E+12,0.000149
7/1/19,Mineral Price Index,High-End Minerals,1.007108,2.70373E+12,0.002321
7/1/19,Mineral Price Index,Low-End Minerals,1.030881,5.57608E+12,0.020796
7/1/19,Primary Producer Price Index,Advanced Moon Materials,1.026484,8.70069E+12,0.006423
7/1/19,Primary Producer Price Index,Alloys & Compounds,0.738939,95804605.49,0
7/1/19,Primary Producer Price Index,Asteroid,0.995862,2.05806E+12,-0.000237
7/1/19,Primary Producer Price Index,Blueprint,1.019946,3.93888E+11,0.000219
7/1/19,Primary Producer Price Index,Blueprints,0.991744,18644797455,-4.00E-06
7/1/19,Primary Producer Price Index,Commodity,1.23432,1.75249E+11,0.001144
7/1/19,Primary Producer Price Index,Datacores,0.966149,1.39206E+12,-0.001313
7/1/19,Primary Producer Price Index,Decryptors,0.963179,8.67059E+11,-0.00089
7/1/19,Primary Producer Price Index,Hybrid polymers,0.948956,8.17167E+11,-0.001162
7/1/19,Primary Producer Price Index,Ice,1.006795,2.39853E+12,0.000454
7/1/19,Primary Producer Price Index,Ore,1.00917,4.57965E+12,0.00117
7/1/19,Primary Producer Price Index,Planetary Processed Materials,0.955257,5.78222E+11,-0.000721
7/1/19,Primary Producer Price Index,Planetary Raw Materials,1.046547,27941987456,3.60E-05
7/1/19,Primary Producer Price Index,Planetary Refined Commodities,0.985879,6.82231E+11,-0.000268
7/1/19,Primary Producer Price Index,Planetary Specialized Commodities,0.997152,4.71878E+11,-3.70E-05
7/1/19,Primary Producer Price Index,Processed Moon Materials,1.031662,5.83477E+11,0.000515
7/1/19,Primary Producer Price Index,Raw Moon Materials,1.058122,1.20105E+13,0.019461
7/1/19,Primary Producer Price Index,Sleeper relics,1.008921,1.14735E+11,2.80E-05
7/1/19,Secondary Producer Price Index,Accessories,0.940662,5.08837E+13,-0.032557
7/1/19,Secondary Producer Price Index,Advanced Capital Construction Components,1.335138,25075405104,9.00E-05
7/1/19,Secondary Producer Price Index,Ancient Salvaged Materials,1.046261,7.02311E+11,0.00035
7/1/19,Secondary Producer Price Index,Blueprint,0.995471,3.01146E+11,-1.40E-05
7/1/19,Secondary Producer Price Index,Blueprints,1.003153,7.84934E+12,0.000266
7/1/19,Secondary Producer Price Index,Boosters,1.021209,13857340943,3.00E-06
7/1/19,Secondary Producer Price Index,Capital Ship Components,1.060387,1.93305E+11,0.000125
7/1/19,Secondary Producer Price Index,Commodity,0.990695,8.47952E+12,-0.00085
7/1/19,Secondary Producer Price Index,Planetary Advanced Commodities,1.002957,3.37873E+12,0.000107
7/1/19,Secondary Producer Price Index,Planetary Commodities,0.988573,1.19357E+11,-1.40E-05
7/1/19,Secondary Producer Price Index,Planetary Refined Commodities,0.986338,2.07565E+12,-0.000305
7/1/19,Secondary Producer Price Index,Planetary Specialized Commodities,0.966351,1.86687E+12,-0.000677
7/1/19,Secondary Producer Price Index,Salvaged materials,1.047505,1.38409E+13,0.007089
7/1/19,Secondary Producer Price Index,Starbase structures,1.018367,9.6633E+11,0.000191
7/1/19,Secondary Producer Price Index,Station components,1.016628,1.79074E+11,3.20E-05
7/1/19,Secondary Producer Price Index,Tech II construction components,1.063541,1.83006E+12,0.001253
7/1/19,Secondary Producer Price Index,Tech III Subsystem Components,1.028751,34052132805,1.00E-05
8/1/19,Consumer Price Index,Accessories,0.886409,1.57182E+14,-0.022503
8/1/19,Consumer Price Index,Ammo,0.965101,1.68261E+13,-0.00074
8/1/19,Consumer Price Index,Apparel,0.97896,1.18495E+12,-3.10E-05
8/1/19,Consumer Price Index,Boosters,0.959334,2.90531E+12,-0.000148
8/1/19,Consumer Price Index,Citadels,0.957514,3.77914E+12,-0.000202
8/1/19,Consumer Price Index,Commodity,0.974769,5.13301E+13,-0.001632
8/1/19,Consumer Price Index,Complimentary ships,0.937987,64256828266,-5.00E-06
8/1/19,Consumer Price Index,Drone,1.004143,4.3597E+12,2.20E-05
8/1/19,Consumer Price Index,Drones,0.915221,2.52945E+13,-0.002702
8/1/19,Consumer Price Index,Faction Ships,1.023056,3.57831E+13,0.001039
8/1/19,Consumer Price Index,Fighter,0.972039,4.60328E+11,-1.60E-05
8/1/19,Consumer Price Index,Ice Products,0.966125,1.97351E+13,-0.000842
8/1/19,Consumer Price Index,Implant,0.945015,1.56025E+13,-0.001081
8/1/19,Consumer Price Index,Implants,0.955534,5.38381E+13,-0.003017
8/1/19,Consumer Price Index,Insignias,0.847031,6.03025E+12,-0.001162
8/1/19,Consumer Price Index,Officer Modules,1.01183,2.67793E+11,3.00E-06
8/1/19,Consumer Price Index,Orbitals,1.02653,2.55896E+11,8.00E-06
8/1/19,Consumer Price Index,POS Fuel,1.015148,7.15331E+12,0.000136
8/1/19,Consumer Price Index,Planetary Infrastructure,0.827631,90724149378,-1.90E-05
8/1/19,Consumer Price Index,SKINs,0.984776,7.26782E+12,-0.000139
8/1/19,Consumer Price Index,Scripts,1.075003,28336638806,2.00E-06
8/1/19,Consumer Price Index,Security Tags,0.918813,8.82425E+11,-9.00E-05
8/1/19,Consumer Price Index,Services,0.923222,1.47829E+13,-0.00143
8/1/19,Consumer Price Index,Skills,0.934015,2.71291E+13,-0.002256
8/1/19,Consumer Price Index,Sovereignty Structures,0.926946,3.17837E+11,-2.90E-05
8/1/19,Consumer Price Index,Starbase structures,0.984304,3.59653E+12,-7.10E-05
8/1/19,Consumer Price Index,Structure,0.989869,6.21787E+12,-7.90E-05
8/1/19,Consumer Price Index,Structure Module,0.986921,5.30714E+12,-8.70E-05
8/1/19,Consumer Price Index,Subsystem,1.069761,7.04227E+12,0.000619
8/1/19,Consumer Price Index,Tech I Rigs,1.081751,9.19983E+12,0.000947
8/1/19,Consumer Price Index,Tech I modules,0.976245,1.47272E+14,-0.004409
8/1/19,Consumer Price Index,Tech I ships,1.004845,4.39093E+13,0.000268
8/1/19,Consumer Price Index,Tech II Rigs,1.09966,2.89084E+13,0.003631
8/1/19,Consumer Price Index,Tech II modules,1.01006,3.14104E+13,0.000398
8/1/19,Consumer Price Index,Tech II ships,1.003483,5.06547E+13,0.000222
8/1/19,Consumer Price Index,Tech III ships,1.07108,7.33471E+12,0.000657
8/1/19,Mineral Price Index,High-End Minerals,1.031097,2.82416E+12,0.010595
8/1/19,Mineral Price Index,Low-End Minerals,0.988389,5.46457E+12,-0.007654
8/1/19,Primary Producer Price Index,Advanced Moon Materials,0.995613,8.4E+12,-0.001041
8/1/19,Primary Producer Price Index,Alloys & Compounds,1.162637,60153980.49,0
